record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E341,Artemisia aucheri and Artemisia armeniaca,extract_fractionation_antimalarial,"Dichloromethane extracts of A. armeniaca and A. aucheri inhibited beta-hematin formation with IC50 values of 1.36 and 1.83 mg/mL, and bioactivity-guided fractions improved activity, with the strongest A. armeniaca fraction reaching 0.47 mg/mL",aucheri-armeniaca-antimalarial-2014,primary_artemisia_extract_antimalarial_fractionation,"supports preparation- and fraction-specific malaria-surrogate activity; does not assign activity to a terpene or establish parasite, host, or clinical efficacy"
E342,Artemisia species,ADS_cross_species_PCR,"PCR detected selected ADS active-site regions in A. annua, A. aucheri, and A. chamaemelifolia but not the complete gene in any of ten tested species; the study proposed sequence alteration as one explanation for negative results",artemisia-ads-ten-species-2011,primary_cross_species_ads_pcr,"supports a historical candidate-screening result; partial PCR presence is not orthology, intact gene function, pathway completion, artemisinin production, or antiparasitic activity"
E343,Artemisia annua,polyploid_artemisinin_production,"Colchicine-induced tetraploid A. annua showed 39-56% higher artemisinin than diploids across the vegetation period and increased expression of FPS, HMGR, and Aldh1, with slight ADS elevation",annua-tetraploid-artemisinin-2011,primary_annua_polyploidy_pathway_expression,"supports ploidy-associated production phenotype; does not establish dosage mechanism, evolutionary retention, or parasite efficacy"
E344,Artemisia annua,reproductive_safety,"In pregnant Wistar rats, ethanolic A. annua leaf extract with reported 1.098% artemisinin did not produce several maternal toxicity signals at 100-300 mg/kg but was associated with reduced litter size and fetal nonviability/malformation at the highest dose",annua-pregnancy-safety-2013,primary_annua_reproductive_toxicology,"supports a preparation- and dose-specific reproductive safety warning; does not define human risk or a safe therapeutic window"
E345,"Artemisia abrotanum and Artemisia arborescens",silver_nanoparticle_antimalarial,"Green silver nanoparticles synthesized with Artemisia extracts were characterized as sub-50-nm particles; A. abrotanum-derived nanoparticles showed lower parasitemia in P. falciparum culture and comparatively lower hemolysis in the reported dose range",artemisia-ag-nanoparticles-malaria-2020,primary_artemisia_silver_nanoparticle_antimalarial_assay,"supports formulation-level antiplasmodial and hemocompatibility evidence; plant terpene attribution, nanoparticle mechanism, and clinical translation remain unresolved"
E346,Artemisia species from Tajikistan,cross_species_artemisinin_quantification,"Hexane extracts from selected Tajikistan Artemisia species contained HPLC-quantified artemisinin between 0.07% and 0.45% dry mass, and A. vachanica was proposed as a novel source",tajikistan-artemisinin-species-2019,primary_cross_species_artemisinin_quantification,"supports occurrence in sampled plants and tissue/material-specific quantification; does not establish pathway completion, stable chemotype, or therapeutic equivalence"
E347,"Artemisia annua and fourteen other Artemisia species",cross_species_artemisinin_quantification,"HPLC comparison of flowers, leaves, roots, and stems found the highest artemisinin in A. annua leaves/flowers and variable lower concentrations across other species, with flowers generally exceeding leaves, stems, and roots",pakistan-artemisinin-species-2010,primary_cross_species_artemisinin_quantification,"supports a broad tissue- and species-bounded occurrence survey; sampling, analytical, pathway, and clinical-equivalence limits remain"
E348,Artemisia absinthium,rhizobacteria_stress_regulation,"Bacillus cereus co-inoculation improved selected growth and ion-balance measures under salinity and increased ADS/CYP71AV1 expression and reported artemisinin content in A. absinthium",absinthium-bacillus-salinity-2024,primary_absinthium_endophyte_stress_regulation,"supports treatment-by-stress association; does not establish native flux, parasite efficacy, or a safe production intervention"
E349,Artemisia absinthium,oral_extract_nanoparticle_toxicology,"A. absinthium ethanolic extract-loaded polymeric nanoparticles produced few short-lived signs at 300 mg/kg and mortality with intestine, liver, and kidney toxicity at 2,000 mg/kg in the reported acute rat study",absinthium-polymeric-nanoparticle-toxicity-2023,primary_absinthium_extract_nanoparticle_toxicology,"supports formulation- and dose-specific acute toxicity boundaries; does not establish a human safe dose or efficacy window"
E350,Artemisia annua,negative_protozoan_translation,"Dry leaves, artemisinin, and several A. annua extracts were active against Histomonas meleagridis clones in vitro, but neither artemisinin nor the promising dichloromethane extract improved experimental histomonosis in turkeys or chickens",annua-histomonas-negative-2012,primary_annua_protozoan_negative_translation,"supports a strong in-vitro/in-vivo discordance control; does not identify a terpene mechanism or support veterinary treatment"
E351,Artemisia annua,endophyte_environment_and_biotransformation,"Artemisia plants from Japan and Indonesia hosted different endophytic fungal communities; Colletotrichum conversion changed the artemisinin peroxide bridge to an ether, whereas an environment-dependent endophyte did not",annua-endophyte-conversion-2023,primary_annua_endophyte_environment_and_biotransformation,"supports environment-linked endophyte chemistry and post-plant biotransformation; does not establish native plant pathway flux or parasite efficacy"
E352,Artemisia annua,multi_gene_trichome_engineering,"Co-transformation of HMGR, FPS, DBR2, AaHD1, and AaORA increased artemisinin up to 3.2-fold in T0 lines and up to 2.2-fold in selected T1 progeny",annua-co-transformation-2023,primary_annua_pathway_and_trichome_engineering,"supports engineered production and partial progeny retention; does not establish natural evolutionary change, field stability, or parasite potency"
E353,Artemisia annua,CYP71AV1_structural_method,"Prokaryotic expression, purification, heme characterization, and preliminary crystallization were reported for CYP71AV1, the P450 that oxidizes amorpha-4,11-diene toward artemisinic acid",cyp71av1-expression-crystallization-2018,primary_cyp71av1_expression_and_structural_method,"supports a step-level protein-production and structural-method resource; it does not establish a solved structure, native flux, cross-species orthology, or parasite target"
E354,Artemisia absinthium,ocimene_monoterpene_stereochemistry,"Absolute configurations of two naturally occurring ocimene monoterpenoids from domesticated A. absinthium oils were assigned using VCD/DFT with NMR and coupling-constant analysis",absinthium-ocimene-configuration-2017,primary_absinthium_monoterpene_stereochemistry,"supports stereochemically resolved C10 identity; does not establish abundance, pathway enzyme, or anthelmintic function"
E355,Artemisia absinthium,seasonal_essential_oil_chemotype,"Across preflowering, flowering, and post-flowering harvests, A. absinthium oils contained 44 reported compounds, yield differed by stage, and major constituents shifted among alpha-phellandrene, beta-pinene, chamazulene, and related volatiles",absinthium-seasonal-oil-2014,primary_absinthium_seasonal_essential_oil_chemotype,"supports harvest-stage and yield effects; antioxidant activity is not a vermifuge or parasite-protein result"
E356,Artemisia absinthium,storage_volatile_chemistry,"GC-FID/GC-MS and a volatility model showed that A. absinthium essential-oil profiles change during drying and storage through evaporation and chemical transformation of parent and daughter constituents",absinthium-storage-oil-2015,primary_absinthium_postharvest_storage_chemistry,"supports storage as a chemotaxonomic and assay covariate; does not establish efficacy or safety of any resulting profile"
E357,Artemisia annua,mosquito_larvicide,"Crude A. annua leaf extracts and purified artemisinin killed Culex quinquefasciatus and Culex tritaeniorhynchus larvae, with chloroform extract more potent than artemisinin in the reported LC50/LC90 comparison",annua-culex-larvicide-2012,primary_annua_vector_larvicide_assay,"supports vector-control phenotype and extract/compound contrast; does not establish a malaria-treatment mechanism, causal terpene, or non-target safety"
E358,Artemisia annua,extraction_method_comparison,"Pressurized cyclic solid-liquid extraction recovered artemisinin and scopoletin from A. annua more efficiently and rapidly than traditional maceration in the tested material",annua-pcsl-extraction-2019,primary_annua_extraction_method_comparison,"supports a preparation and process comparison; does not establish best clinical extraction, stability, native flux, or terpene-specific activity"
E359,Artemisia genus,comparative_phylogenomics,"Nuclear SNPs from 228 Artemisia species and 258 samples resolved eight highly supported clades, nested Kaschgaria within Artemisia, and showed that several traditional subgenera are not monophyletic",artemisia-global-phylogenomics-2023,primary_comparative_genome_evolution,"supports a broad species-tree scaffold and complex morphological evolution; does not establish terpene-gene orthology, metabolite evolution, or parasite function"
